year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2020,19.56030961139548,Paragominas,1505502,Para,Paragominas,1505502,paragominense,SHYDNEY JORGE ROSA,19342.565,105550.0,5.46,112843.0,95.9,0.645,16.18,638826359.06,604756094.3,36952.54,0.00018531794989479374,Alto
2021,31.198829312230448,Paragominas,1505502,Para,Paragominas,1505502,paragominense,SHYDNEY JORGE ROSA,19342.565,105550.0,5.46,112843.0,95.9,0.645,16.18,638826359.06,604756094.3,36952.54,0.00029558341366395496,Alto
2022,47.0339779578224,Paragominas,1505502,Para,Paragominas,1505502,paragominense,SHYDNEY JORGE ROSA,19342.565,105550.0,5.46,112843.0,95.9,0.645,16.18,638826359.06,604756094.3,36952.54,0.00044560850741660256,Alto
2023,31.587648815225275,Paragominas,1505502,Para,Paragominas,1505502,paragominense,SHYDNEY JORGE ROSA,19342.565,105550.0,5.46,112843.0,95.9,0.645,16.18,638826359.06,604756094.3,36952.54,0.0002992671607316464,Alto
2024,33.92331464341181,Paragominas,1505502,Para,Paragominas,1505502,paragominense,SHYDNEY JORGE ROSA,19342.565,105550.0,5.46,112843.0,95.9,0.645,16.18,638826359.06,604756094.3,36952.54,0.00032139568586842074,Alto
2007,1263.3248693614723,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,0.004716785157191238,Alto
2008,27.95903050237222,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,0.0001043886202839507,Alto
2009,4.855791583422237,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.812971961731148e-05,Alto
2010,4.206646823391979,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.5706054538568298e-05,Alto
2011,2.342749167448836,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,8.746953984710181e-06,Alto
2012,4.242166549294509,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.583867198320804e-05,Alto
2013,4.122189792025867,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.5390723397996785e-05,Alto
2014,1.4178757712991812,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,5.2938207384338965e-06,Alto
2015,1.790703924491208,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,6.6858223856808195e-06,Alto
2016,5.895051387497647,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,2.2009929163733207e-05,Alto
2017,1.5169572942368286,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,5.663754290822849e-06,Alto
2018,2.630978729636495,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,9.823095960350718e-06,Alto
2019,4.534365464860702,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.692963404792747e-05,Alto
2020,4.079815950798478,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.5232515236183627e-05,Alto
2021,7.284449616667843,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,2.7197425352334427e-05,Alto
2022,4.161525364096047,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.553758779288836e-05,Alto
2023,2.931986457753563,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.0946946854618359e-05,Alto
2024,2.9193569394984853,Parauapebas,1505536,Para,Parauapebas,1505536,parauapebense,AURÉLIO RAMOS DE OLIVEIRA NETO,6885.865,267836.0,38.9,298854.0,95.8,0.715,11.56,2863852086.66,2726118536.0,227449.71,1.0899792931116375e-05,Alto
2007,909.7896025659044,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.13126382954348642,Médio
2008,10.784135155502138,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0015559277384940323,Médio
2009,4.630579700192831,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0006680969124502713,Médio
2010,1.074549014169911,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.00015503520619966973,Médio
2011,2.4798986611071343,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0003577981043294091,Médio
2012,1.25494748270021,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0001810629754292613,Médio
2013,1.4988611869311457,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0002162546799785234,Médio
2014,0.9975541479488738,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0001439264388903295,Médio
2015,0.607408520812875,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,8.763649124410258e-05,Médio
2016,0.5588343082908098,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,8.062823666005047e-05,Médio
2017,0.4846471472776008,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,6.992456316225665e-05,Médio
2018,0.4273921901839279,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,6.166385661288816e-05,Médio
2019,1.4202414933449057,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.00020491148367405939,Médio
2020,2.9546525786717024,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0004262952789888476,Médio
2021,3.905181450075455,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0005634369427319946,Médio
2022,1.6239864464061105,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.00023430766792758773,Médio
2023,4.737266633607639,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0006834896311654363,Médio
2024,2.312583972487861,Pau D'Arco,1505551,Para,Pau D'Arco,1505551,paudarquense,DOMINGOS GUEDES NETO,1671.418,6931.0,4.15,7296.0,95.5,0.574,9.09,48907586.13,45034991.07,21515.23,0.0003336580540308557,Médio
2007,354.54582854078836,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.04279370290172461,Médio
2008,3.8155183707726135,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.00046053329761890327,Médio
2009,0.135985949338054,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,1.6413512291859264e-05,Médio
2010,0.5097735795484402,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,6.152970181634763e-05,Médio
2011,0.3899249375074781,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,4.706396348913435e-05,Médio
2012,0.3436919601271743,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,4.14836403291701e-05,Médio
2013,0.4897853388758758,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,5.911711996087819e-05,Médio
2014,0.0,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.0,Médio
2015,1.6205464546351105,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.00019560005487448528,Médio
2016,0.5276504162329476,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,6.368743708303532e-05,Médio
2017,1.7865632204306965,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.00021563828852512934,Médio
2018,0.2655839049921169,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,3.205599336054519e-05,Médio
2019,0.0,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.0,Médio
2020,0.2480979206410577,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,2.9945433994092663e-05,Médio
2021,0.3152844256643189,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,3.80548492051079e-05,Médio
2022,0.1434932311577989,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,1.731964166056716e-05,Médio
2023,0.2962076954033917,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,3.5752286711332735e-05,Médio
2024,0.0,Peixe-Boi,1505601,Para,Peixe-Boi,1505601,peixe-boiense,JOAO PEREIRA DA SILVA NETO,450.224,8285.0,18.4,8651.0,95.5,0.581,,58125228.0,57173050.77,8946.94,0.0,Médio
2007,2836.0234768804366,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.22101180461973477,Médio
2008,17.12756510961448,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0013347541388415273,Médio
2009,12.110151358317204,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0009437462093451686,Médio
2010,11.899928756547768,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0009273635252920641,Médio
2011,3.517706325733127,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00027413546802783096,Médio
2012,2.3342187238673535,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00018190607262058553,Médio
2013,3.548771946856165,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00027655641730487567,Médio
2014,5.0725671865022735,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00039530604632966596,Médio
2015,3.093125518251965,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00024104781158447357,Médio
2016,3.1554405349220342,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0002459040317115052,Médio
2017,2.7617386023337915,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00021522277137888025,Médio
2018,3.794549328226776,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0002957098915388697,Médio
2019,1.992578190271592,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00015528196619946945,Médio
2020,1.605847780475626,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.00012514399785502073,Médio
2021,1.9129321953744332,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.000149075139913843,Médio
2022,1.9370414887289835,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,0.0001509539813535679,Médio
2023,1.0635374461243186,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,8.288165883138393e-05,Médio
2024,0.5670889582462767,Picarra,1505635,Para,Piçarra,1505635,Piçarrense,LAANE BARROS LUCENA FERNANDES,3312.703,12832.0,3.87,13341.0,92.6,0.563,6.9,91473852.4,86493336.67,22561.23,4.4193341509217324e-05,Médio
2007,1555.7283230131775,Placas,1505650,Para,Placas,1505650,plaquense,ARTHUR POSSIMOSER DO SOCORRO,7173.2,18668.0,2.6,18772.0,92.0,0.552,21.15,137488952.1,126788513.8,10000.39,0.08333663611598337,Baixo
